Dergi Adı,ISSN,Dergi Puanı,Teşvik Miktarı
EUROPEAN REVIEW OF HISTORY-REVUE EUROPEENNE D HISTOIRE,1350-7486,28.13,793.73
EXEMPLARIA-A JOURNAL OF THEORY IN MEDIEVAL AND RENAISSANCE STUDIES,1041-2573,50.01,1737.89
EXPLICATOR,0014-4940,4.58,503.14
EXPOSITORY TIMES,0014-5246,1.41,500.17
EXPRESSIONS MAGHREBINES,1540-0085,27.47,776.96
EXTRAPOLATION,0014-5483,11.29,529.96
FABULA,0014-6242,0.99,500.07
FASHION PRACTICE-THE JOURNAL OF DESIGN CREATIVE PROCESS & THE FASHION INDUSTRY,1756-9370,5.78,505.62
FASHION THEORY-THE JOURNAL OF DRESS BODY & CULTURE,1362-704X,32.85,933
FF COMMUNICATIONS,0014-5815,0.79,500.04
FIDDLEHEAD,0015-0630,19.07,611.19
FILM COMMENT,0015-119X,8.08,512.98
FILM CRITICISM,0163-5069,8.09,513.01
FILM QUARTERLY,0015-1386,11.89,534.12
FILOSOFIA UNISINOS,1519-5023,0.33,500
FILOSOFICKY CASOPIS,0015-1831,7.49,510.73
FILOZOFIA,0046-385X,17.56,590.46
FILOZOFIA NAUKI,1230-6894,4.62,503.21
FILOZOFSKA ISTRAZIVANJA,0351-4706,1.58,500.22
FILOZOFSKI VESTNIK,0353-4510,4.7,503.35
FOLK LIFE-JOURNAL OF ETHNOLOGICAL STUDIES,0430-8778,1.14,500.1
FOLK MUSIC JOURNAL,0531-9684,1.27,500.13
FOLKLORE,0015-587X,6.04,506.28
FOLKLORE-ELECTRONIC JOURNAL OF FOLKLORE,1406-0957,4.65,503.27
FONTES ARTIS MUSICAE,0015-6191,1.78,500.29
FOREIGN LITERATURE STUDIES,1003-7519,6.66,508
FORNVANNEN-JOURNAL OF SWEDISH ANTIQUARIAN RESEARCH,0015-7813,26.75,759.1
FORUM FOR MODERN LANGUAGE STUDIES,0015-8518,10.75,526.5
FORUM ITALICUM,0014-5858,7.38,510.35
FORUM MODERNES THEATER,0930-5874,0,500
FRANCAIS MODERNE,0015-9409,2.85,500.96
FRENCH FORUM,0098-9355,33.35,949.72
FRENCH HISTORICAL STUDIES,0016-1071,100,7500
FRENCH REVIEW,0016-111X,13.14,543.79
FRENCH STUDIES,0016-1128,25.67,733.81
FUTURE ANTERIOR,1549-9715,0,500
GALILAEANA-STUDIES IN RENAISSANCE AND EARLY MODERN SCIENCE,1971-6052,0,500
GEORGIA REVIEW,0016-8386,1,500.07
GERMAN LIFE AND LETTERS,0016-8777,100,7500
GERMAN QUARTERLY,0016-8831,27.2,770.06
GERMANIC NOTES AND REVIEWS,0016-8882,1.13,500.09
GERMANIC REVIEW,0016-8890,74.81,3888.42
GERMANISCH-ROMANISCHE MONATSSCHRIFT,0016-8904,7.1,509.41
GESCHICHTE UND GESELLSCHAFT,0340-613X,81.37,4681.08
GESNERUS-SWISS JOURNAL OF THE HISTORY OF MEDICINE AND SCIENCES,0016-9161,2.42,500.64
GESTA-INTERNATIONAL CENTER OF MEDIEVAL ART,0016-920X,95.64,6761.16
GETTY RESEARCH JOURNAL,1944-8740,4.95,503.81
GIORNALE CRITICO DELLA FILOSOFIA ITALIANA,0017-0089,0.39,500.01
GIORNALE STORICO DELLA LETTERATURA ITALIANA,0017-0496,10.26,523.59
GLADIUS,0436-029X,17.84,594.12
GLOTTA-ZEITSCHRIFT FUR GRIECHISCHE UND LATEINISCHE SPRACHE,0017-1298,17.58,590.7
GNOMON-KRITISCHE ZEITSCHRIFT FUR DIE GESAMTE KLASSISCHE ALTERTUMSWISSENSCHAFT,0017-1417,1.66,500.25
GOETHE JAHRBUCH,0323-4207,3.58,501.7
GOYA,0017-2715,8.82,516.19
GRADIVA,0363-8057,0.63,500.02
GREAT PLAINS QUARTERLY,0275-7664,1.47,500.18
GREECE & ROME,0017-3835,30.46,858.41
GREEK ROMAN AND BYZANTINE STUDIES,0017-3916,100,7500
GREY ROOM,1526-3819,25.49,729.54
GRIPLA,1018-5011,89.4,5789.85
GUERRES MONDIALES ET CONFLITS CONTEMPORAINS,0984-2292,5.35,504.63
GYMNASIUM,0342-5231,5.76,505.57
HARVARD JOURNAL OF ASIATIC STUDIES,0073-0548,58.59,2339.26
HARVARD LIBRARY BULLETIN,0017-8136,3.22,501.3
HARVARD STUDIES IN CLASSICAL PHILOLOGY,0073-0688,0,500
HARVARD THEOLOGICAL REVIEW,0017-8160,49.64,1715.07
HEGEL-STUDIEN,0073-1587,1.15,500.1
HELIOS,0160-0923,65.12,2895.88
HENRY JAMES REVIEW,0273-0340,55.43,2101.57
HERMATHENA,0018-0750,0,500
HERMES-ZEITSCHRIFT FUR KLASSISCHE PHILOLOGIE,0018-0777,31.21,880.9
HESPERIA,0018-098X,4.69,503.34
HEYTHROP JOURNAL,0018-1196,7.31,510.12
HISPAMERICA-REVISTA DE LITERATURA,0363-0471,6.42,507.31
HISPANIA SACRA,0018-215X,5.15,504.22
HISPANIA-REVISTA ESPANOLA DE HISTORIA,0018-2141,7.48,510.72
HISPANIC RESEARCH JOURNAL-IBERIAN AND LATIN AMERICAN STUDIES,1468-2737,5.9,505.92
HISPANIC REVIEW,0018-2176,0,500
HISPANOFILA,0018-2206,29.87,841.45
HISTOIRE SOCIALE-SOCIAL HISTORY,0018-2257,13.68,548.46
HISTORIA,0018-2281,0.03,500
HISTORIA CIENCIAS SAUDE-MANGUINHOS,0104-5970,8.53,514.89
HISTORIA MEXICANA,0185-0172,4.65,503.26
HISTORIA UNISINOS,1519-3861,7.47,510.68
HISTORIA Y COMUNICACION SOCIAL,1137-0734,2.79,500.91
HISTORIA-SANTIAGO,0717-7194,16.67,579.44
HISTORIA-ZEITSCHRIFT FUR ALTE GESCHICHTE,0018-2311,58.67,2345.37
HISTORIAN,0018-2370,2.21,500.51
HISTORIC ENVIRONMENT-POLICY & PRACTICE,1756-7505,8.3,513.89
HISTORICAL ARCHAEOLOGY,0440-9213,20.31,630.2
HISTORICAL JOURNAL OF FILM RADIO AND TELEVISION,0143-9685,6.97,508.99
HISTORICAL REFLECTIONS-REFLEXIONS HISTORIQUES,0315-7997,28.84,812.72
HISTORICAL RESEARCH,0950-3471,77.62,4215.11
HISTORICAL REVIEW-LA REVUE HISTORIQUE,1790-3572,11.34,530.33
HISTORICAL STUDIES IN THE NATURAL SCIENCES,1939-1811,21.86,656.45
HISTORICKY CASOPIS,0018-2575,2.58,500.75
HISTORIOGRAPHIA LINGUISTICA,0302-5160,7.49,510.73
HISTORISCHE ZEITSCHRIFT,0018-2613,2.77,500.9
HISTORISCHES JAHRBUCH,0018-2621,12.24,536.71
HISTORISK TIDSKRIFT,0345-469X,5.43,504.8
HISTORISK TIDSSKRIFT,0018-263X,10.9,527.44
HISTORY,0018-2648,7.71,511.55
HISTORY AND TECHNOLOGY,0734-1512,72.29,3609.81
HISTORY OF EDUCATION & CHILDRENS LITERATURE,1971-1093,30.29,853.49
HISTORY OF EUROPEAN IDEAS,0191-6599,27.96,789.28
HISTORY OF PHOTOGRAPHY,0308-7298,32.53,922.37
HISTORY OF POLITICAL THOUGHT,0143-781X,66.1,2986.34
HISTORY OF RELIGIONS,0018-2710,26.67,757.1
HISTORY TODAY,0018-2753,0,500
HOLOCAUST AND GENOCIDE STUDIES,8756-6583,19.46,616.87
HOME CULTURES,1740-6315,76.46,4078.46
HORIZONS,0360-9669,3.02,501.11
HRVATSKI FILMSKI LJETOPIS,1330-7665,3.67,501.8
HTS TEOLOGIESE STUDIES-THEOLOGICAL STUDIES,0259-9422,18.09,597.43
HUDEBNI VEDA,0018-7003,4.68,503.31
HUDSON REVIEW,0018-702X,9.12,517.59
HUME STUDIES,0319-7336,3.27,501.35
HUNGARIAN QUARTERLY,0028-5390,1.16,500.1
HUNTINGTON LIBRARY QUARTERLY,0018-7895,31.32,884.3
HUSSERL STUDIES,0167-9848,32.38,917.76
IBEROROMANIA,0019-0993,12.78,540.85
IDEALISTIC STUDIES,0046-8541,6.4,507.26
IDEAS Y VALORES,0120-0062,1.75,500.28
IMAGO TEMPORIS-MEDIUM AEVUM,1888-3931,15.62,567.55
INDEX ON CENSORSHIP,0306-4220,3.65,501.79
INDIAN HISTORICAL REVIEW,0376-9836,28.63,806.94
INDO-IRANIAN JOURNAL,0019-7246,29.87,841.24
INDONESIA AND THE MALAY WORLD,1363-9811,97.16,7013.81
INDUSTRIAL ARCHAEOLOGY REVIEW,0309-0728,6.85,508.6
INFINI,0754-023X,6.25,506.83
INFORMAL LOGIC,0824-2577,61.03,2537.04
INSULA-REVISTA DE LETRAS Y CIENCIAS HUMANAS,0020-4536,0.4,500.01
INTERIORS-DESIGN ARCHITECTURE CULTURE,2041-9112,0,500
INTERNATIONAL HISTORY REVIEW,0707-5332,12.52,538.84
INTERNATIONAL JOURNAL FOR PHILOSOPHY OF RELIGION,0020-7047,39.44,1183.68
INTERNATIONAL JOURNAL OF AFRICAN HISTORICAL STUDIES,0361-7882,29.37,827.23
INTERNATIONAL JOURNAL OF ASIAN STUDIES,1479-5914,12.51,538.73
INTERNATIONAL JOURNAL OF CHILDRENS SPIRITUALITY,1364-436X,40.05,1210.56
INTERNATIONAL JOURNAL OF HINDU STUDIES,1022-4556,14.73,558.25
INTERNATIONAL JOURNAL OF HISTORICAL ARCHAEOLOGY,1092-7697,35.71,1033.29
INTERNATIONAL JOURNAL OF INTANGIBLE HERITAGE,1975-3586,14,551.35
INTERNATIONAL JOURNAL OF NAUTICAL ARCHAEOLOGY,1057-2414,10.36,524.18
INTERNATIONAL JOURNAL OF PHILOSOPHICAL STUDIES,0967-2559,21.76,654.65
INTERNATIONAL JOURNAL OF SYSTEMATIC THEOLOGY,1463-1652,8.31,513.94
INTERNATIONAL JOURNAL OF THE CLASSICAL TRADITION,1073-0508,21.98,658.6
INTERNATIONAL PHILOSOPHICAL QUARTERLY,0019-0365,6.33,507.05
INTERNATIONAL RESEARCH IN CHILDRENS LITERATURE,1755-6198,19.99,625.09
INTERNATIONAL REVIEW OF AFRICAN AMERICAN ART,1045-0920,2.74,500.87
INTERNATIONAL REVIEW OF THE AESTHETICS AND SOCIOLOGY OF MUSIC,0351-5796,7.45,510.62
INTERNATIONAL STUDIES IN THE PHILOSOPHY OF SCIENCE,0269-8595,16.73,580.15
INTERNATIONALES ARCHIV FUR SOZIALGESCHICHTE DER DEUTSCHEN LITERATUR,0340-4528,100,7500
INTERPRETATION-A JOURNAL OF BIBLE AND THEOLOGY,0020-9643,1.42,500.17
INTERPRETATION-A JOURNAL OF POLITICAL PHILOSOPHY,0020-9635,5.33,504.6
IRAN AND THE CAUCASUS,1609-8498,18.05,596.87
IRAN-JOURNAL OF THE BRITISH INSTITUTE OF PERSIAN STUDIES,0578-6967,61.91,2611.47
IRANICA ANTIQUA,0021-0870,28.29,798.03
IRISH HISTORICAL STUDIES,0021-1214,4.26,502.63
IRISH UNIVERSITY REVIEW,0021-1427,35.16,1013.03
ISEGORIA,1130-2097,1.63,500.24
ISLAM AND CHRISTIAN-MUSLIM RELATIONS,0959-6410,15.12,562.2
ISLAM-ZEITSCHRIFT FUR GESCHICHTE UND KULTUR DES ISLAMISCHEN ORIENTS,0021-1818,33.47,953.58
ISLAMIC AFRICA,2154-0993,11.4,530.7
ISLE-INTERDISCIPLINARY STUDIES IN LITERATURE AND ENVIRONMENT,1076-0962,23.26,682.63
ISRAEL EXPLORATION JOURNAL,0021-2059,15.91,570.65
ITALIAN STUDIES,0075-1634,100,7500
ITALIANISTICA-RIVISTA DI LETTERATURA ITALIANA,0391-3368,48.17,1627.32
JAHRBUCH DER BERLINER MUSEEN,0075-2207,0,500
JAHRBUCH FUR INTERNATIONALE GERMANISTIK,0449-5233,5.73,505.5
JAHRBUCHER FUR GESCHICHTE OSTEUROPAS,0021-4019,4.64,503.24
JAMES JOYCE QUARTERLY,0021-4183,9.31,518.52
JAPANESE JOURNAL OF RELIGIOUS STUDIES,0304-1042,20.53,633.76
JEWISH HISTORY,0334-701X,37.26,1093.03
JNT-JOURNAL OF NARRATIVE THEORY,1549-0815,28.26,797.16
JOURNAL FOR EIGHTEENTH-CENTURY STUDIES,1754-0194,7.35,510.26
JOURNAL FOR GENERAL PHILOSOPHY OF SCIENCE,0925-4560,19.59,618.92
JOURNAL FOR THE STUDY OF JUDAISM,0047-2212,13.66,548.28
JOURNAL FOR THE STUDY OF RELIGIONS AND IDEOLOGIES,1583-0039,89.09,5744.8
JOURNAL FOR THE STUDY OF THE NEW TESTAMENT,0142-064X,0,500
JOURNAL FOR THE STUDY OF THE OLD TESTAMENT,0309-0892,2.68,500.83
JOURNAL OF AESTHETIC EDUCATION,0021-8510,21.66,652.77
JOURNAL OF AESTHETICS AND ART CRITICISM,0021-8529,70.36,3407.22
JOURNAL OF AFRICAN ARCHAEOLOGY,1612-1651,39.98,1207.39
JOURNAL OF AMERICAN ETHNIC HISTORY,0278-5927,7.24,509.89
JOURNAL OF AMERICAN FOLKLORE,0021-8715,9.66,520.32
JOURNAL OF AMERICAN STUDIES,0021-8758,4.46,502.94
JOURNAL OF ANCIENT NEAR EASTERN RELIGIONS,1569-2116,69.59,3327.4
JOURNAL OF ANGLICAN STUDIES,1740-3553,2.43,500.64
JOURNAL OF ARABIC LITERATURE,0085-2376,72.82,3667.95
JOURNAL OF ARCHITECTURAL CONSERVATION,1355-6207,22.47,667.48
JOURNAL OF ARCHITECTURAL EDUCATION,1046-4883,21.43,648.75
JOURNAL OF ARCHITECTURE,1360-2365,27.46,776.48
JOURNAL OF ARTS MANAGEMENT LAW AND SOCIETY,1063-2921,40.1,1212.72
JOURNAL OF ASIAN HISTORY,0021-910X,6.06,506.32
JOURNAL OF BAND RESEARCH,0021-9207,11.31,530.09
JOURNAL OF BECKETT STUDIES,0309-5207,38.01,1123.46
JOURNAL OF BELGIAN HISTORY-REVUE BELGE D HISTOIRE CONTEMPORAINE-BELGISCH TIJDSCHRIFT VOOR NIEUWSTE GESCHIEDENIS,0035-0869,5.38,504.7
JOURNAL OF BIBLICAL LITERATURE,0021-9231,77.92,4251.48
JOURNAL OF BRITISH CINEMA AND TELEVISION,1743-4521,12.94,542.14
JOURNAL OF CANADIAN STUDIES-REVUE D ETUDES CANADIENNES,0021-9495,37.08,1086.18
JOURNAL OF CHINESE CINEMAS,1750-8061,100,7500
JOURNAL OF CHINESE PHILOSOPHY,0301-8121,71.68,3545.01
JOURNAL OF CHURCH AND STATE,0021-969X,9.75,520.78
JOURNAL OF COMMONWEALTH LITERATURE,0021-9894,83.11,4907.68
JOURNAL OF DESIGN HISTORY,0952-4649,22.67,671.24
JOURNAL OF DHARMA,0253-7222,3.64,501.77
JOURNAL OF EARLY CHRISTIAN STUDIES,1067-6341,58.29,2316.22
JOURNAL OF ECCLESIASTICAL HISTORY,0022-0469,5.48,504.93
JOURNAL OF ECUMENICAL STUDIES,0022-0558,17.53,590.07
JOURNAL OF EGYPTIAN ARCHAEOLOGY,0307-5133,4.41,502.86
JOURNAL OF ENGLISH AND GERMANIC PHILOLOGY,0363-6941,28.64,807.21
JOURNAL OF EUROPEAN STUDIES,0047-2441,10.78,526.68
JOURNAL OF FEMINIST STUDIES IN RELIGION,8755-4178,16.34,575.51
JOURNAL OF FIELD ARCHAEOLOGY,0093-4690,35.2,1014.42
JOURNAL OF FILM AND VIDEO,0742-4671,17.29,587
JOURNAL OF FOLKLORE RESEARCH,0737-7037,32.87,933.63
JOURNAL OF GLASS STUDIES,0075-4250,34.23,979.87
JOURNAL OF GREEN BUILDING,1552-6100,77.3,4176.94
JOURNAL OF HELLENIC STUDIES,0075-4269,15.04,561.46
JOURNAL OF HOLY LAND AND PALESTINE STUDIES,2054-1988,0,500
JOURNAL OF IMPERIAL AND COMMONWEALTH HISTORY,0308-6534,55.15,2081
JOURNAL OF INDIAN PHILOSOPHY,0022-1791,100,7500
JOURNAL OF INDO-EUROPEAN STUDIES,0092-2323,18.63,604.91
JOURNAL OF INTERIOR DESIGN,1071-7641,59.41,2404.72
JOURNAL OF ISLAMIC STUDIES,0955-2340,7.53,510.89
JOURNAL OF ISLAND & COASTAL ARCHAEOLOGY,1556-4894,57.35,2243.5
JOURNAL OF JEWISH STUDIES,0022-2097,11.3,530.03
JOURNAL OF JEWISH THOUGHT & PHILOSOPHY,1053-699X,11.71,532.86
JOURNAL OF JURISTIC PAPYROLOGY,0075-4277,0,500
JOURNAL OF KOREAN RELIGIONS,2093-7288,74.22,3822.18
JOURNAL OF KOREAN STUDIES,0731-1613,2.86,500.97
JOURNAL OF LANDSCAPE ARCHITECTURE,1862-6033,24.98,718.24
JOURNAL OF LANGUAGE LITERATURE AND CULTURE,2051-2856,0,500
JOURNAL OF LEGAL HISTORY,0144-0365,41.4,1271.73
JOURNAL OF LITERARY SEMANTICS,0341-7638,100,7500
JOURNAL OF MARITIME ARCHAEOLOGY,1557-2285,17.99,596.09
JOURNAL OF MEDICAL BIOGRAPHY,0967-7720,8.96,516.81
JOURNAL OF MEDIEVAL AND EARLY MODERN STUDIES,1082-9636,90.48,5951.31
JOURNAL OF MEDIEVAL HISTORY,0304-4181,100,7500
JOURNAL OF MEDIEVAL IBERIAN STUDIES,1754-6559,100,7500
JOURNAL OF MEDITERRANEAN ARCHAEOLOGY,0952-7648,39.34,1179.4
JOURNAL OF MEDITERRANEAN STUDIES,1016-3476,29.89,841.83
JOURNAL OF MILITARY HISTORY,0899-3718,6.83,508.53
JOURNAL OF MODERN CRAFT,1749-6772,17.63,591.31
JOURNAL OF MODERN GREEK STUDIES,0738-1727,16.86,581.7
JOURNAL OF MUSIC THEORY,0022-2909,18.76,606.77
JOURNAL OF MUSICOLOGICAL RESEARCH,0141-1896,6.81,508.48
JOURNAL OF MUSICOLOGY,0277-9269,32.79,930.83
JOURNAL OF NEAR EASTERN STUDIES,0022-2968,35.37,1020.96
JOURNAL OF NIETZSCHE STUDIES,0968-8005,15.34,564.54
JOURNAL OF PACIFIC HISTORY,0022-3344,35.38,1021.27
JOURNAL OF PHILOSOPHICAL LOGIC,0022-3611,100,7500
JOURNAL OF PHILOSOPHICAL RESEARCH,1053-8364,29.63,834.46
JOURNAL OF PHILOSOPHY,0022-362X,100,7500
JOURNAL OF POPULAR FILM AND TELEVISION,0195-6051,33.45,953.08
JOURNAL OF POPULAR MUSIC STUDIES,1524-2226,17.71,592.46
JOURNAL OF POSTCOLONIAL WRITING,1744-9855,25.27,724.8
JOURNAL OF PRE-RAPHAELITE STUDIES-NEW SERIES,1060-149X,5.58,505.16
JOURNAL OF PRESBYTERIAN HISTORY,1521-9216,0,500
JOURNAL OF RELIGION,0022-4189,4.7,503.36
JOURNAL OF RELIGION IN AFRICA,0022-4200,63.94,2788.53
JOURNAL OF RELIGIOUS ETHICS,0384-9694,53.26,1949.41
JOURNAL OF RELIGIOUS HISTORY,0022-4227,10.14,522.93
JOURNAL OF RESEARCH IN MUSIC EDUCATION,0022-4294,88.57,5668.48
JOURNAL OF ROMAN STUDIES,0075-4358,33.94,969.77
JOURNAL OF SCREENWRITING,1759-7137,53.35,1955.17
JOURNAL OF SEMITIC STUDIES,0022-4480,45.48,1476.32
JOURNAL OF SHIA ISLAMIC STUDIES,1748-9423,8.53,514.88
JOURNAL OF SONG-YUAN STUDIES,1059-3152,0,500
JOURNAL OF SOUTHERN HISTORY,0022-4642,6.81,508.47
JOURNAL OF SPECULATIVE PHILOSOPHY,0891-625X,0,500
JOURNAL OF THE AMERICAN ACADEMY OF RELIGION,0002-7189,44.41,1420.13
JOURNAL OF THE AMERICAN INSTITUTE FOR CONSERVATION,0197-1360,22.63,670.5
JOURNAL OF THE AMERICAN MUSICOLOGICAL SOCIETY,0003-0139,24.05,698.6
JOURNAL OF THE AMERICAN ORIENTAL SOCIETY,0003-0279,18.49,602.93
JOURNAL OF THE BRITISH ARCHAEOLOGICAL ASSOCIATION,0068-1288,15.27,563.81
JOURNAL OF THE BRITISH SOCIETY FOR PHENOMENOLOGY,0007-1773,15.79,569.39
JOURNAL OF THE EARLY REPUBLIC,0275-1275,25.48,729.37
JOURNAL OF THE HISTORY OF COLLECTIONS,0954-6650,14.13,552.5
JOURNAL OF THE HISTORY OF IDEAS,0022-5037,57.62,2264.37
JOURNAL OF THE HISTORY OF PHILOSOPHY,0022-5053,17.09,584.58
JOURNAL OF THE MIDWEST MODERN LANGUAGE ASSOCIATION,0742-5562,0.54,500.02
JOURNAL OF THE MUSICAL ARTS IN AFRICA,1812-1004,4.43,502.89
JOURNAL OF THE PHILOSOPHY OF HISTORY,1872-261X,100,7500
JOURNAL OF THE ROYAL ASIATIC SOCIETY,1356-1863,39.06,1167.44
JOURNAL OF THE ROYAL MUSICAL ASSOCIATION,0269-0403,34.27,981.24
JOURNAL OF THE SOCIETY FOR AMERICAN MUSIC,1752-1963,11.03,528.27
JOURNAL OF THE SOCIETY OF ARCHITECTURAL HISTORIANS,0037-9808,13.86,550.08
JOURNAL OF THE SOCIETY OF CHRISTIAN ETHICS,1540-7942,8.15,513.29
JOURNAL OF THE SOUTHWEST,0894-8410,33.81,965.25
JOURNAL OF THE WARBURG AND COURTAULD INSTITUTES,0075-4390,39.17,1171.99
JOURNAL OF THE WEST,0022-5169,0.73,500.03
JOURNAL OF THEOLOGICAL STUDIES,0022-5185,4.67,503.3
JOURNAL OF WORLD HISTORY,1045-6007,28.65,807.42
JUDAICA BOHEMIAE,0022-5738,18.92,609.05
JUNCTURES-THE JOURNAL FOR THEMATIC DIALOGUE,1176-5119,0,500
JUNG JOURNAL-CULTURE & PSYCHE,1934-2039,5.95,506.05
KANT-STUDIEN,0022-8877,12.59,539.34
KANTIAN REVIEW,1369-4154,13.59,547.65
KEATS-SHELLEY JOURNAL,0453-4387,6.42,507.3
KEATS-SHELLEY REVIEW,0952-4142,1.9,500.35
KENYON REVIEW,0163-075X,28.58,805.65
KNJIZEVNA SMOTRA,0455-0463,13.74,548.94
KONSTHISTORISK TIDSKRIFT,0023-3609,8.58,515.09
KOREA JOURNAL,0023-3900,40.18,1216.44
KOREAN JOURNAL OF MEDICAL HISTORY,1225-505X,36.16,1050.3
KRITERION-REVISTA DE FILOSOFIA,0100-512X,1.16,500.1
KRITIKA KULTURA,2094-6937,5.57,505.12
KRITIKA-EXPLORATIONS IN RUSSIAN AND EURASIAN HISTORY,1531-023X,100,7500
KUNSTITEADUSLIKKE UURIMUSI,1406-2860,12.29,537.03
KWARTALNIK HISTORII ZYDOW-JEWISH HISTORY QUARTERLY,1899-3044,2.14,500.47
LABOUR HISTORY REVIEW,0961-5652,29.48,830.41
LANDFALL,0023-7930,3.48,501.58
LANDSCAPE ARCHITECTURE MAGAZINE,0023-8031,3.24,501.32
LANGUAGE CULTURE AND CURRICULUM,0790-8318,42.17,1308.23
LANGUE FRANCAISE,0023-8368,15.11,562.17
LATE IMPERIAL CHINA,0884-3236,46.82,1549.84
LATIN AMERICAN ANTIQUITY,1045-6635,61.54,2580.06
LATIN AMERICAN INDIAN LITERATURES JOURNAL,0888-5613,0,500
LATIN AMERICAN MUSIC REVIEW-REVISTA DE MUSICA LATINOAMERICANA,0163-0350,4.66,503.29
LATIN AMERICAN THEATRE REVIEW,0023-8813,13.17,544.03
LATOMUS,0023-8856,3.79,501.96
LAVAL THEOLOGIQUE ET PHILOSOPHIQUE,0023-9054,2.04,500.42
LAW & LITERATURE,1535-685X,45.89,1498.71
LEGACY,0748-4321,0,500
LEONARDO,0024-094X,34.55,991.07
LEONARDO MUSIC JOURNAL,0961-1215,13.14,543.77
LETTERE ITALIANE,0024-1334,29.51,831.26
LEVANT,0075-8914,21.17,644.27
LEVIATHAN-A JOURNAL OF MELVILLE STUDIES,1525-6995,21.27,646.06
LIAS-JOURNAL OF EARLY MODERN INTELLECTUAL CULTURE AND ITS SOURCES,2033-4753,1.19,500.11
LIBERTE,0024-2020,6.47,507.45
LIBRARY,0024-2160,9.13,517.64
LIED UND POPULARE KULTUR-SONG AND POPULAR CULTURE,1619-0548,0,500
LIFE WRITING,1448-4528,22.64,670.75
LILI-ZEITSCHRIFT FUR LITERATURWISSENSCHAFT UND LINGUISTIK,0049-8653,5.07,504.05
LINGUA E STILE,0024-385X,16.64,579.04
LINGUA NOSTRA,0024-3868,0.48,500.01
LINGUISTIQUE,0075-966X,1.97,500.38
LION AND THE UNICORN,0147-2593,17.76,593.07
LISTY FILOLOGICKE,0024-4457,10.04,522.35
LIT-LITERATURE INTERPRETATION THEORY,1043-6928,36.48,1062.46
LITERARY IMAGINATION,1523-9012,7.57,511.05
LITERARY REVIEW,0024-4589,1.11,500.09
LITERATUR UND KRITIK,0024-466X,2.6,500.76
LITERATURE & HISTORY-THIRD SERIES,0306-1973,6.82,508.5
LITERATURE AND MEDICINE,0278-9671,26.17,745.16
LITERATURE AND THEOLOGY,0269-1205,12.55,539.04
LITERATURE-FILM QUARTERLY,0090-4260,13.97,551.07
LITTERATURE,0047-4800,6.48,507.49
LITTERATURES,0563-9751,2.54,500.72
LOGIQUE ET ANALYSE,0024-5836,18.34,600.81
LOGOS & PNEUMA-CHINESE JOURNAL OF THEOLOGY,1023-2583,2.76,500.88
LOGOS-A JOURNAL OF CATHOLIC THOUGHT AND CULTURE,1091-6687,7.04,509.21
LOGOS-VILNIUS,0868-7692,4.67,503.3
LOTUS INTERNATIONAL,1124-9064,2.44,500.65
LUSO-BRAZILIAN REVIEW,0024-7413,4.17,502.49
MAGAZINE ANTIQUES,0161-9284,1.18,500.1
MAGIC RITUAL AND WITCHCRAFT,1556-8547,5.75,505.55
MAIA-RIVISTA DI LETTERATURE CLASSICHE,0025-0538,0,500
MARINERS MIRROR,0025-3359,7.45,510.61
MARVELS & TALES-JOURNAL OF FAIRY-TALE STUDIES,1521-4281,8.71,515.69
MASSACHUSETTS REVIEW,0025-4878,13.71,548.71
MASTER DRAWINGS,0025-5025,17.72,592.53
MATERIAL RELIGION,1743-2200,18.99,609.97
MATERIALI E DISCUSSIONI PER L ANALISI DEI TESTI CLASSICI,0392-6338,16.78,580.73
MEANJIN,0025-6293,18.77,606.81
MEDICAL HUMANITIES,1468-215X,62.29,2643.86
MEDIEVAL ARCHAEOLOGY,0076-6097,17.1,584.69
MEDIEVAL HISTORY JOURNAL,0971-9458,38.32,1136.38
MEDIOEVO-RIVISTA DI STORIA DELLA FILOSOFIA MEDIEVALE,0391-2566,7.81,511.94
MEDITERRANEA-RICERCHE STORICHE,1828-230X,4.88,503.69
MEDITERRANEAN ARCHAEOLOGY & ARCHAEOMETRY,1108-9628,23.12,679.93
MEDIUM AEVUM,0025-8385,6.28,506.92
MELANGES DE LA CASA DE VELAZQUEZ,0076-230X,27.35,773.95
MELUS,0163-755X,51.32,1820.43
MERKUR-DEUTSCHE ZEITSCHRIFT FUR EUROPAISCHES DENKEN,0026-0096,2.51,500.7
MESTER,0160-2764,0.33,500
META,0026-0452,11.71,532.86
METAPHILOSOPHY,0026-1068,58.11,2301.73
METHOD & THEORY IN THE STUDY OF RELIGION,0943-3058,59.07,2377.49
METROPOLITAN MUSEUM JOURNAL,0077-8958,17.33,587.55
METROPOLITAN MUSEUM OF ART BULLETIN,0026-1521,6.03,506.25
METU JOURNAL OF THE FACULTY OF ARCHITECTURE,0258-5316,37.47,1101.72
MEXICAN STUDIES-ESTUDIOS MEXICANOS,0742-9797,40.73,1241.23
MFS-MODERN FICTION STUDIES,0026-7724,36.68,1070.43
MICHIGAN HISTORICAL REVIEW,0360-1846,3.32,501.41
MICHIGAN QUARTERLY REVIEW,0026-2420,15.48,565.98
MIDDLE EASTERN LITERATURES,1475-262X,13.63,547.99
MIDWEST QUARTERLY-A JOURNAL OF CONTEMPORARY THOUGHT,0026-3451,1.51,500.2
